chrom	start	end	geneid	genename
chr14	88932122	89021351	PTPN21	NM_007039
chr14	89029381	89093940	ZC3H14	NM_001326315
chr14	89078775	89259297	EML5	NM_183387
chr14	89290995	89347423	TTC8	NM_001366535
chr14	89622524	90085509	FOXN3	NM_001085471
chr14	89883698	89886137	FOXN3-AS1	NR_036500
chr14	90042560	90043820	FOXN3-AS2	NR_024620
chr14	90261014	90421074	EFCAB11	NM_145231
chr14	90422271	90511108	TDP1	NM_018319
chr14	90528338	90652197	KCNK13	NM_022054
chr14	90722897	90741773	PSMC1	NM_002802
chr14	90734204	90798285	NRDE2	NM_017970
chr14	90862846	90874619	CALM1	NM_001363669
chr14	90918407	90921461	LINC02317	NR_146492
chr14	90921574	90925249	LINC00642	NR_033986
chr14	90982150	90983553	LOC105370619	NR_135274
chr14	90990908	91282774	TTC7B	NM_001010854
chr14	91108973	91115232	LOC101928909	NR_110134
chr14	91163677	91165718	LOC105370622	NR_135190
chr14	91314205	91526985	RPS6KA5	NM_001322232
chr14	91526627	91691740	DGLUCY	NM_001358310
chr14	91592770	91592896	SNORA11B	NR_003709
chr14	91698876	91720224	GPR68	NM_001348437
chr14	91737667	91884164	CCDC88C	NM_001080414
chr14	91923481	91976654	PPP4R3A	NR_158976
chr14	92047042	92198430	CATSPERB	NM_024764
chr14	92246090	92333880	TC2N	NM_001128596
chr14	92335755	92414046	FBLN5	NM_006329
chr14	92432335	92506403	TRIP11	NM_004239
chr14	92524896	92572965	ATXN3	NM_001127697
chr14	92582468	92588050	NDUFB1	NM_004545
chr14	92588313	92638489	CPSF2	NM_001322272
chr14	92788925	92967825	SLC24A4	NM_153648
chr14	92980125	93155339	RIN3	NM_024832
chr14	93170155	93214972	LGMN	NM_001008530
chr14	93260650	93306292	GOLGA5	NM_005113
chr14	93372042	93373827	LINC02287	NR_135253
chr14	93389495	93401630	CHGA	NM_001275
chr14	93403259	93582270	ITPK1	NM_001142593
chr14	93533797	93538478	ITPK1-AS1	NR_002808
chr14	93648546	93651242	MOAP1	NM_022151
chr14	93651319	93654808	TMEM251	NM_015676
chr14	93669239	93673410	GON7	NM_032490
chr14	93673401	93695561	UBR7	NR_038150
chr14	93703896	93799382	BTBD7	NM_001002860
chr14	93799528	94174222	UNC79	NM_020818
chr14	93813528	93814702	COX8C	NM_182971
chr14	94184644	94254831	PRIMA1	NM_178013
chr14	94371080	94392718	FAM181A-AS1	NR_027004
chr14	94385240	94395954	FAM181A	NM_001207071
chr14	94400512	94442916	ASB2	NM_001202429
chr14	94414572	94414648	MIR4506	NR_039728
chr14	94463647	94478041	CCDC197	NR_024183
chr14	94492686	94515276	OTUB2	NM_023112
chr14	94514633	94547548	DDX24	NM_020414
chr14	94547656	94569055	IFI27L1	NM_145249
chr14	94577082	94583027	IFI27	NM_001288995
chr14	94594118	94595941	IFI27L2	NM_032036
chr14	94640659	94746071	PPP4R4	NM_001348143
chr14	94746797	94759605	SERPINA10	NM_001100607
chr14	94770585	94789673	SERPINA6	NM_001756
chr14	94829975	94833039	SERPINA2	NM_006220
chr14	94843084	94856972	SERPINA1	NM_001002236
chr14	94908801	94919137	SERPINA11	NM_001080451
chr14	94929058	94942534	SERPINA9	NM_001042518
chr14	94953616	94984181	SERPINA12	NM_173850
chr14	95027779	95036243	SERPINA4	NM_006215
chr14	95047763	95059455	SERPINA5	NM_000624
chr14	95078728	95090390	SERPINA3	NM_001085
chr14	95107062	95113331	SERPINA13P	NR_015340
chr14	95234560	95236499	GSC	NM_173849
chr14	95236979	95239944	GSC-DT	NR_144432
chr14	95552565	95624347	DICER1	NM_001291628
chr14	95604256	95604323	MIR3173	NR_036131
chr14	95624025	95646270	DICER1-AS1	NR_015415
chr14	95648277	95786245	CLMN	NM_024734
chr14	95795921	95801841	LINC02292	NR_110127
chr14	95873604	95942172	SYNE3	NM_152592
chr14	95999249	96001209	SNHG10	NR_001459
chr14	95999692	95999966	SCARNA13	NR_003002
chr14	96001387	96011051	GLRX5	NM_016417
chr14	96039899	96048293	LINC02318	NR_146450
chr14	96118434	96139789	TCL6	NR_028288
chr14	96152763	96158965	TCL1B	NM_004918
chr14	96176284	96180462	TCL1A	NM_021966
chr14	96181820	96223116	LOC107984703	NR_148060
chr14	96342729	96391908	TUNAR	NR_132399
chr14	96505661	96560308	C14orf132	NM_001282464
chr14	96671135	96710666	BDKRB2	NM_000623
chr14	96722547	96731100	BDKRB1	NM_000710
chr14	96745532	96829678	ATG2B	NM_018036
chr14	96829789	96853627	GSKIP	NM_001271905
chr14	96858465	96955764	AK7	NM_001350890
chr14	96967985	96968663	LOC730202	NR_122121
chr14	96968713	97033453	PAPOLA	NM_032632
chr14	97207528	97256950	LINC02299	NR_146552
chr14	97263719	97347946	VRK1	NM_003384
chr14	97409916	97411731	LINC00618	NR_104113
chr14	97621194	97625073	LINC02304	NR_146554
chr14	97925153	98047720	LINC02325	NR_110166
chr14	98098984	98152995	LINC02291	NR_033943
chr14	98215601	98229168	LINC02312	NR_146447
chr14	98391947	98444461	LINC01550	NR_015430
chr14	99177950	99184103	C14orf177	NR_161369
chr14	99635625	99738534	BCL11B	NM_001282237
chr14	99864085	99947196	SETD3	NM_032233
chr14	99947746	99978767	CCNK	NM_001099402
chr14	99966527	100070544	CCDC85C	NM_001144995
chr14	100070875	100136675	HHIPL1	NM_001329411
chr14	100150635	100193638	CYP46A1	NM_006668
chr14	100204059	100408395	EML1	NM_001375411
chr14	100437759	100610573	EVL	NM_001330221
chr14	100575756	100575851	MIR151B	NR_039601
chr14	100575992	100576090	MIR342	NR_029888
chr14	100610294	100625982	DEGS2	NM_206918
chr14	100705481	100749125	YY1	NM_003403
chr14	100743694	100743754	MIR6764	NR_106822
chr14	100757453	100772781	SLC25A29	NM_001291813
chr14	100774196	100774293	MIR345	NR_029906
chr14	100789676	100796758	SLC25A47	NM_207117
chr14	100800127	100842664	WARS1	NM_213645
chr14	100842753	100996640	WDR25	NM_001161476
chr14	101003484	101036129	BEGAIN	NM_020836
chr14	101123605	101139081	LINC00523	NR_024096
chr14	101193202	101204561	DLK1	NM_003836
chr14	101280828	101280911	MIR2392	NR_039729
chr14	101292445	101327360	MEG3	NR_046470
chr14	101318727	101318824	MIR770	NR_030528
chr14	101335397	101335485	MIR493	NR_030172
chr14	101340830	101340922	MIR337	NR_029889
chr14	101341370	101341441	MIR665	NR_030617
chr14	101346992	101351184	RTL1	NM_001134888
chr14	101347344	101347457	MIR431	NR_029965
chr14	101348223	101348315	MIR433	NR_029966
chr14	101349316	101349412	MIR127	NR_029696
chr14	101350820	101350913	MIR432	NR_030173
chr14	101351039	101351120	MIR136	NR_029699
chr14	101355986	101465450	MEG8	NR_146000
chr14	101364257	101364333	SNORD112	NR_003080
chr14	101377476	101377550	MIR370	NR_029863
chr14	101391158	101391227	SNORD113-1	NR_003229
chr14	101393679	101393749	SNORD113-2	NR_003230
chr14	101396256	101396326	SNORD113-3	NR_003231
chr14	101402828	101402901	SNORD113-4	NR_003232
chr14	101404524	101404600	SNORD113-5	NR_003233
chr14	101405893	101405966	SNORD113-6	NR_003234
chr14	101407463	101407538	SNORD113-7	NR_003235
chr14	101409788	101409860	SNORD113-8	NR_003236
chr14	101411986	101412056	SNORD113-9	NR_003237
chr14	101416170	101416240	SNORD114-1	NR_003193
chr14	101418193	101418269	SNORD114-2	NR_003194
chr14	101419686	101419759	SNORD114-3	NR_003195
chr14	101420681	101420784	SNORD114-4	NR_003196
chr14	101421707	101421775	SNORD114-5	NR_003197
chr14	101423503	101423573	SNORD114-6	NR_003198
chr14	101429391	101429466	SNORD114-7	NR_003199
chr14	101431118	101431188	SNORD114-8	NR_003200
chr14	101432366	101432436	SNORD114-9	NR_003201
chr14	101433389	101433459	SNORD114-10	NR_003203
chr14	101434448	101434521	SNORD114-11	NR_003204
chr14	101435285	101435358	SNORD114-12	NR_003205
chr14	101436216	101436288	SNORD114-13	NR_003206
chr14	101438440	101438513	SNORD114-14	NR_003207
chr14	101439007	101439077	SNORD114-15	NR_003208
chr14	101439932	101440000	SNORD114-16	NR_003209
chr14	101441143	101441216	SNORD114-17	NR_003210
chr14	101442162	101442232	SNORD114-18	NR_003211
chr14	101442814	101442887	SNORD114-19	NR_003212
chr14	101447341	101447411	SNORD114-20	NR_003213
chr14	101448312	101448382	SNORD114-21	NR_003214
chr14	101449263	101449333	SNORD114-22	NR_003215
chr14	101450213	101450283	SNORD114-23	NR_003216
chr14	101451114	101451184	SNORD114-24	NR_003217
chr14	101452394	101452464	SNORD114-25	NR_003218
chr14	101453383	101453453	SNORD114-26	NR_003219
chr14	101454498	101454566	SNORD114-27	NR_003220
chr14	101455467	101455537	SNORD114-28	NR_003221
chr14	101456428	101456496	SNORD114-29	NR_003222
chr14	101458256	101458326	SNORD114-30	NR_003223
chr14	101459573	101459646	SNORD114-31	NR_003224
chr14	101488403	101488469	MIR379	NR_029871
chr14	101489662	101489757	MIR411	NR_030389
chr14	101490131	101490193	MIR299	NR_029841
chr14	101491354	101491414	MIR380	NR_029872
chr14	101491901	101491988	MIR1197	NR_031713
chr14	101492069	101492154	MIR323A	NR_029890
chr14	101492357	101492444	MIR758	NR_030406
chr14	101493122	101493201	MIR329-1	NR_029967
chr14	101493437	101493520	MIR329-2	NR_029968
chr14	101495971	101496051	MIR494	NR_030174
chr14	101496389	101496466	MIR1193	NR_036132
chr14	101498324	101498401	MIR543	NR_030619
chr14	101500092	101500173	MIR495	NR_030175
chr14	101506027	101506092	MIR376C	NR_029861
chr14	101506406	101506485	MIR376A2	NR_030266
chr14	101506556	101506636	MIR654	NR_030390
chr14	101506773	101506872	MIR376B	NR_030157
chr14	101507119	101507186	MIR376A1	NR_029868
chr14	101507700	101507781	MIR300	NR_030582
chr14	101509314	101509398	MIR1185-1	NR_031575
chr14	101510535	101510619	MIR1185-2	NR_031571
chr14	101511494	101518132	MIR381HG	NR_104192
chr14	101512257	101512331	MIR381	NR_029873
chr14	101512792	101512875	MIR487B	NR_030267
chr14	101513658	101513735	MIR539	NR_030256
chr14	101514238	101514316	MIR889	NR_030595
chr14	101514995	101515085	MIR544A	NR_030257
chr14	101515887	101515983	MIR655	NR_030391
chr14	101518783	101518862	MIR487A	NR_030162
chr14	101520643	101520718	MIR382	NR_029874
chr14	101521024	101521096	MIR134	NR_029698
chr14	101521595	101521660	MIR668	NR_030408
chr14	101521756	101521828	MIR485	NR_030160
chr14	101522556	101522637	MIR323B	NR_036133
chr14	101526092	101526175	MIR154	NR_029704
chr14	101526910	101527011	MIR496	NR_030176
chr14	101528387	101528455	MIR377	NR_029869
chr14	101530832	101530915	MIR541	NR_030594
chr14	101531637	101531715	MIR409	NR_029975
chr14	101531784	101531874	MIR412	NR_030155
chr14	101531935	101532004	MIR369	NR_029862
chr14	101532249	101532328	MIR410	NR_030156
chr14	101533061	101533138	MIR656	NR_030392
chr14	101536248	101539273	MEG9	NR_047664
chr14	101587193	101589882	LINC02285	NR_146490
chr14	101872324	101874259	LINC00524	NR_126006
chr14	101908413	101910651	LINC02314	NR_135240
chr14	102018558	102026759	DIO3OS	NR_152588
chr14	102026624	102026759	MIR1247	NR_031649
chr14	102027688	102029789	DIO3	NM_001362
chr14	102196774	102198862	LINC00239	NR_026774
chr14	102226910	102394314	PPP2R5C	NM_001352914
chr14	102430910	102522780	DYNC1H1	NM_001376
chr14	102547079	102606086	HSP90AA1	NM_001017963
chr14	102605760	102690010	WDR20	NM_001353662
chr14	102690778	102771501	MOK	NR_148554
chr14	102783714	102809511	ZNF839	NM_001267827
chr14	102814619	102829253	CINP	NM_001320046
chr14	102829278	102968811	TECPR2	NM_014844
chr14	102968105	102976113	ANKRD9	NM_001348651
chr14	103005981	103006063	MIR4309	NR_036192
chr14	103011591	103022163	LINC02323	NR_146561
chr14	103058986	103196896	RCOR1	NM_015156
chr14	103243786	103377837	TRAF3	NM_001199427
chr14	103388993	103397179	AMN	NM_030943
chr14	103398717	103523886	CDC42BPB	NM_006035
chr14	103550547	103556364	LBHD2	NM_001330236
chr14	103566481	103576894	EXOC3L4	NM_001077594
chr14	103587186	103589246	LINC00677	NR_138038
chr14	103589798	103603776	TNFAIP2	NM_001371220
chr14	103653558	103655365	LINC00605	NR_033938
chr14	103783621	103784876	LOC105378183	NR_135269
chr14	103799256	103800997	LOC105370687	NR_158216
chr14	103800574	103811361	EIF5	NM_001969
chr14	103804186	103804311	SNORA28	NR_002964
chr14	103851701	103970166	MARK3	NM_002376
chr14	103986004	103989167	CKB	NM_001362531
chr14	103995533	104003410	TRMT61A	NM_152307
chr14	104022881	104029151	BAG5	NM_001015048
chr14	104029297	104059551	COA8	NM_001370595
chr14	104095525	104167888	KLC1	NM_182923
chr14	104163954	104181788	XRCC3	NM_001371232
chr14	104182081	104200005	ZFYVE21	NM_001198953
chr14	104199533	104313912	PPP1R13B	NM_015316
chr14	104314058	104324386	LINC00637	NR_038436
chr14	104378625	104387866	ATP5MPL	NM_004894
chr14	104394793	104519004	TDRD9	NM_153046
chr14	104406763	104408866	RD3L	NM_001257268
chr14	104552037	104581919	ASPG	NM_001080464
chr14	104583742	104583851	MIR203A	NR_029620
chr14	104583755	104583840	MIR203B	NR_039859
chr14	104601120	104604966	LOC105370708	NR_158217
chr14	104605060	104647235	KIF26A	NM_015656
chr14	104689921	104754406	LINC02691	NR_146612
chr14	105046101	105056852	C14orf180	NM_001008404
chr14	105057201	105071109	TMEM179	NM_001286389
chr14	105127457	105131895	LINC02280	NR_135293
chr14	105144031	105144086	MIR4710	NR_039860
chr14	105155955	105188872	INF2	NM_022489
chr14	105190534	105213662	ADSS1	NM_152328
chr14	105219484	105225991	SIVA1	NM_021709
chr14	105235686	105262085	AKT1	NM_001014431
chr14	105266891	105271048	ZBTB42	NM_001370342
chr14	105287538	105290055	LINC00638	NR_024396
chr14	105331605	105363084	CEP170B	NM_015005
chr14	105331651	105331748	MIR12121	NR_162135
chr14	105391216	105404122	PLD4	NM_001308174
chr14	105403590	105444711	AHNAK2	NM_138420
chr14	105452125	105461853	CLBA1	NM_174891
chr14	105475910	105487420	CDCA4	NM_145701
chr14	105515732	105531767	GPR132	NM_001278694
chr14	105560484	105565833	LINC02298	NR_110546
chr14	105607335	105635113	JAG2	NM_002226
chr14	105617115	105617201	MIR6765	NR_106823
chr14	105639276	105647649	NUDT14	NM_177533
chr14	105675624	105781914	BRF1	NM_001242786
chr14	105714870	105717430	BTBD6	NM_033271
chr14	105767111	105864484	PACS2	NM_001243127
chr14	105864875	105880196	TEX22	NM_001195082
chr14	105883918	105886076	LOC100507437	NR_125384
chr14	105886164	105937066	MTA1	NM_004689
chr14	105939282	105946499	CRIP2	NR_073082
chr14	105953223	105955284	CRIP1	NM_001311
chr14	105956192	105965585	TEDC1	NM_001198983
chr14	105992920	105996535	TMEM121	NM_025268
chr14	105998192	106000654	LOC105370697	NR_135205
chr14	106087453	106087517	MIR8071-1	NR_107038
chr14	106087453	106087517	MIR8071-2	NR_107059
chr14	106135914	106139144	ELK2AP	NR_046211
chr14	106324293	106324344	MIR4507	NR_039730
chr14	106325653	106325722	MIR4537	NR_130466_2
chr14	106326564	106326584	MIR4539	NR_130468
chr14	106383838	106398502	FAM30A	NR_026800
chr14	106435818	106438358	ADAM6	NR_002224
chr14	106744269	106744966	LINC00226	NR_033375
chr14	106938445	106951529	LINC00221	NR_027457
chr14	107259100	107259214	MIR5195	NR_049827
chr15	20487997	20496811	CHEK2P2	NR_038836
chr15	20613650	20711433	HERC2P3	NR_036432
chr15	20737094	20747114	GOLGA6L6	NM_001145004
chr15	20767674	20781026	GOLGA8CP	NR_027411
chr15	20874797	20961480	NBEAP1	NR_027992
chr15	21038124	21038198	MIR3118-2	NR_036062
chr15	21038124	21038198	MIR3118-3	NR_036063
chr15	21038124	21038198	MIR3118-4	NR_036134
chr15	21145581	21145662	MIR5701-1	NR_049886
chr15	21145581	21145662	MIR5701-2	NR_049895
chr15	21145581	21145662	MIR5701-3	NR_128721
chr15	21145767	21198633	LINC01193	NR_040094
chr15	21208606	21255165	FAM30C	NR_145444
chr15	21932514	21940739	LOC646214	NR_027053
chr15	22014421	22016878	CXADRP2	NR_024387
chr15	22051853	22082803	POTEB	NR_102391_2
chr15	22051853	22082803	POTEB2	NR_102390_2
chr15	22051853	22083141	POTEB3	NM_207355
chr15	22133181	22145802	NF1P2	NR_028506_2
chr15	22278010	22371088	LINC02203	NR_015416
chr15	22278031	22383564	LOC101927079	NR_110480
chr15	22368478	22369561	OR4M2	NM_001004719
chr15	22369148	22383572	LOC105369274	NM_001365389
chr15	22382382	22383815	OR4N4	NM_001005241
chr15	22413462	22414395	OR4N3P	NR_028067
chr15	22448240	22448881	IGHV1OR15-1	NR_135694
chr15	22448240	22448881	LOC102724760	NR_135695
chr15	22465806	22466547	IGHV1OR15-3	NR_135666
chr15	22465806	22466547	LOC642131	NR_135667
chr15	22546565	22570831	REREP3	NR_033735
chr15	22675148	22675241	MIR4509-1	NR_039732
chr15	22675148	22675241	MIR4509-2	NR_039733
chr15	22675148	22675241	MIR4509-3	NR_039734
chr15	22702285	22715728	GOLGA8DP	NR_027407
chr15	22736246	22746002	GOLGA6L1	NM_001001413
chr15	22833499	22890043	TUBGCP5	NM_001354372
chr15	22892170	23006015	CYFIP1	NM_001324119
chr15	23004684	23034427	NIPA2	NM_001184889
chr15	23043279	23086843	NIPA1	NM_001142275
chr15	23094331	23115254	LOC283683	NR_040057
chr15	23187729	23208357	WHAMMP3	NR_003521
chr15	23255242	23262743	GOLGA8IP	NR_024074
chr15	23282265	23378259	HERC2P2	NR_002824
chr15	23378449	23393943	LOC102723534	NR_160687_2
chr15	23390722	23393943	HERC2P7	NR_036470
chr15	23403866	23579357	GOLGA6L22	NM_001271664_2
chr15	23435070	23448423	GOLGA8EP	NR_033350
chr15	23599895	23613601	GOLGA8S	NM_001355465
chr15	23684185	23692390	GOLGA6L2	NM_001304388
chr15	23807209	23807278	MIR4508	NR_039731
chr15	23810821	23813191	MKRN3	NM_005664
chr15	23888696	23893014	MAGEL2	NM_019066
chr15	23930547	23932452	NDN	NM_002487
chr15	24220294	24333301	PWRN4	NR_126392
chr15	24409924	24415095	PWRN2	NR_152824
chr15	24686274	24693114	PWRN3	NR_130780
chr15	24803304	24832926	PWRN1	NR_026646
chr15	24920922	24928539	NPAP1	NM_018958
chr15	25068755	25223870	SNRPN	NM_001349458
chr15	25068755	25664608	SNHG14	NR_146177
chr15	25200040	25223870	SNURF	NM_005678
chr15	25227141	25227215	SNORD107	NR_001293
chr15	25227141	25228937	PWARSN	NR_022011
chr15	25230007	25233379	PWAR5	NR_022008
chr15	25230247	25230313	SNORD64	NR_001294
chr15	25232072	25232140	SNORD108	NR_001292
chr15	25277020	25281635	PWAR6	NR_146168
chr15	25287121	25287187	SNORD109A	NR_001295
chr15	25287121	25287187	SNORD109B	NR_001289
chr15	25296623	25296719	SNORD116-1	NR_003316
chr15	25302006	25302102	SNORD116-3	NR_003318
chr15	25302006	25302102	SNORD116-9	NR_003324
chr15	25304684	25304781	SNORD116-4	NR_003319
chr15	25307479	25307575	SNORD116-5	NR_003320
chr15	25307479	25307575	SNORD116-7	NR_003322
chr15	25310172	25310269	SNORD116-2	NR_003317_2
chr15	25310172	25310269	SNORD116-6	NR_003321
chr15	25315578	25315674	SNORD116-8	NR_003323
chr15	25319260	25319363	SNORD116-10	NR_003325
chr15	25321075	25321168	SNORD116-11	NR_003326
chr15	25322197	25322290	SNORD116-12	NR_003327
chr15	25324204	25324297	SNORD116-13	NR_003328
chr15	25325288	25325381	SNORD116-14	NR_003329
chr15	25326433	25326526	SNORD116-15	NR_003330
chr15	25327914	25328007	SNORD116-16	NR_003331
chr15	25328734	25328827	SNORD116-17	NR_003332
chr15	25328734	25328827	SNORD116-19	NR_001290
chr15	25330531	25330624	SNORD116-18	NR_003333
chr15	25332808	25332901	SNORD116-20	NR_003334
chr15	25333950	25334043	SNORD116-21	NR_003335
chr15	25335069	25335162	SNORD116-22	NR_003336
chr15	25336932	25337025	SNORD116-23	NR_003337
chr15	25339183	25339276	SNORD116-24	NR_003338
chr15	25342809	25342902	SNORD116-25	NR_003339
chr15	25344645	25344742	SNORD116-26	NR_003340
chr15	25346721	25346814	SNORD116-27	NR_003341
chr15	25349788	25349880	SNORD116-28	NR_003361
chr15	25351667	25351751	SNORD116-29	NR_003360
chr15	25353415	25353499	SNORD116-30	NR_047032
chr15	25361692	25367623	IPW	NR_023915
chr15	25380789	25383200	PWAR1	NR_022009
chr15	25415870	25415951	SNORD115-1	NR_001291
chr15	25417782	25417863	SNORD115-2	NR_003294
chr15	25420074	25420155	SNORD115-3	NR_003295
chr15	25421979	25422060	SNORD115-4	NR_003296
chr15	25423885	25423966	SNORD115-5	NR_003297
chr15	25425644	25425725	SNORD115-6	NR_003298
chr15	25427532	25427613	SNORD115-7	NR_003299
chr15	25429453	25429534	SNORD115-8	NR_003300
chr15	25430778	25430859	SNORD115-10	NR_003302_2
chr15	25430778	25430859	SNORD115-12	NR_003304_2
chr15	25430778	25430859	SNORD115-9	NR_003301_2
chr15	25434561	25434642	SNORD115-11	NR_003303
chr15	25434561	25434642	SNORD115-29	NR_003344
chr15	25434561	25434642	SNORD115-36	NR_003351
chr15	25434561	25434642	SNORD115-43	NR_003358
chr15	25438468	25438549	SNORD115-13	NR_003305
chr15	25440068	25440148	SNORD115-14	NR_003306
chr15	25444595	25444676	SNORD115-16	NR_003308
chr15	25446470	25446551	SNORD115-17	NR_003309
chr15	25446470	25446551	SNORD115-18	NR_003310
chr15	25446470	25446551	SNORD115-19	NR_003311
chr15	25451409	25451490	SNORD115-20	NR_003312
chr15	25451409	25477615	SNORD115-21	NR_003313
chr15	25455065	25455146	SNORD115-22	NR_003314
chr15	25456839	25457180	PWAR4	NR_022010
chr15	25456943	25457024	SNORD115-23	NR_003315
chr15	25458806	25458876	SNORD115-24	NR_003495
chr15	25460688	25460769	SNORD115-25	NR_003342
chr15	25463764	25463845	SNORD115-26	NR_003343
chr15	25465650	25465725	SNORD115-27	NR_003496
chr15	25467501	25467574	SNORD115-28	NR_003497
chr15	25470350	25470431	SNORD115-30	NR_003345
chr15	25472256	25472337	SNORD115-31	NR_003346
chr15	25474114	25474195	SNORD115-32	NR_003347
chr15	25475985	25476066	SNORD115-33	NR_003348
chr15	25477534	25477615	SNORD115-34	NR_003349
chr15	25479394	25479475	SNORD115-35	NR_003350
chr15	25483133	25483214	SNORD115-37	NR_003352
chr15	25484985	25485066	SNORD115-38	NR_003353
chr15	25486893	25486974	SNORD115-39	NR_003354
chr15	25488761	25488842	SNORD115-40	NR_003355
chr15	25490625	25490706	SNORD115-41	NR_003356
chr15	25492492	25492573	SNORD115-15	NR_003307_2
chr15	25492492	25492573	SNORD115-42	NR_003357
chr15	25496006	25496087	SNORD115-44	NR_003359
chr15	25509674	25509726	SNORD115-45	NR_003498
chr15	25511738	25511808	SNORD115-46	NR_047033
chr15	25513664	25513696	SNORD115-47	NR_003499
chr15	25514930	25515005	SNORD115-48	NR_003362
chr15	25578875	25684171	UBE3A	NM_001354540
chr15	25923860	26108349	ATP10A	NM_024490
chr15	26093894	26093972	MIR4715	NR_039865
chr15	26147507	26298267	LINC02346	NR_040082
chr15	26360960	26378184	LINC00929	NR_038852
chr15	26788699	27018910	GABRB3	NM_021912
chr15	27112209	27194355	GABRA5	NM_000810
chr15	27216328	27787129	GABRG3	NM_033223
chr15	27402882	27406466	GABRG3-AS1	NR_120343
chr15	28000021	28344461	OCA2	NM_000275
chr15	28356183	28567298	HERC2	NM_004667
chr15	28594197	28603226	LOC645202	NM_001365372
chr15	28594342	28603327	LOC100132202	NM_001365373
chr15	28623790	28637171	GOLGA8G	NM_001350919_2
chr15	28623810	28637171	GOLGA8F	NM_001350920_2
chr15	28818926	28834386	HERC2P11	NR_145479
chr15	28899588	28930411	HERC2P9	NR_036443
chr15	28943841	28957567	GOLGA8M	NM_001282468
chr15	28982729	29003508	WHAMMP2	NR_026589
chr15	29033389	29034538	LOC100289656	NR_036475
chr15	29034980	29101720	PDCD6IPP2	NR_037599
chr15	29087240	29093831	GOLGA6L7	NM_001365371
chr15	29131120	29410516	APBA2	NM_001353790
chr15	29412455	29862927	FAM189A1	NM_015307
chr15	29557194	29562026	NSMCE3	NM_138704
chr15	29967139	29971367	LOC100130111	NR_135221
chr15	29991571	30261252	TJP1	NM_001301025
chr15	30375158	30388904	GOLGA8J	NM_001282472
chr15	30395935	30423948	ULK4P3	NR_026859
chr15	30427254	30437770	GOLGA8T	NM_001355469
chr15	30488239	30506743	LINC02249	NR_026771
chr15	30653443	30685864	CHRFAM7A	NM_148911
chr15	30686725	30689848	DNM1P50	NR_145478
chr15	30692765	30706463	GOLGA8R	NM_001282484
chr15	30763372	30782516	LOC100288203	NR_146103
chr15	30814349	30815776	LOC100996413	NM_001365376
chr15	30844281	30854704	GOLGA8Q	NM_001355476
chr15	30883399	30917981	LOC102725021	NR_157593
chr15	30896233	30910029	GOLGA8H	NM_001282490
chr15	30918351	30941385	ARHGAP11B	NR_148423
chr15	30938318	31065209	LOC100288637	NR_038253
chr15	31110239	31119986	HERC2P10	NR_072991
chr15	31196118	31235310	FAN1	NM_014967
chr15	31231144	31283831	MTMR10	NM_017762
chr15	31293264	31453476	TRPM1	NM_001252020
chr15	31357235	31357344	MIR211	NR_029624
chr15	31508224	31517210	LINC02352	NR_135834
chr15	31514971	31523065	LOC283710	NM_001243538
chr15	31619038	31727868	KLF13	NM_001302461
chr15	31767601	32162876	OTUD7A	NM_130901
chr15	32322718	32465219	CHRNA7	NM_000746
chr15	32681786	32695493	GOLGA8K	NM_001282493
chr15	32698812	32727250	ULK4P1	NR_026858_3
chr15	32698812	32727250	ULK4P2	NR_027470_3
chr15	32734115	32747835	GOLGA8O	NM_001277308
chr15	32812049	32825942	WHAMMP1	NR_036650
chr15	32828960	32872810	LINC02256	NR_102756
chr15	32878306	32906947	LOC101928042	NR_135833
chr15	32885657	32899511	GOLGA8N	NM_001282494
chr15	32907345	32932138	ARHGAP11A	NM_001286479
chr15	32907677	32989299	ARHGAP11A-SCG5	NM_001368319
chr15	32933814	32989299	SCG5	NM_001144757
chr15	32957903	32965266	LOC105370757	NR_135505
chr15	33010205	33037307	GREM1	NM_013372
chr15	33010302	33011066	LOC100131315	NR_109767
chr15	33057745	33486915	FMN1	NM_001277313
chr15	33528677	33539756	TMCO5B	NR_046005
chr15	33595858	33602860	LOC101928134	NR_120327
chr15	33603168	34158322	RYR3	NM_001036
chr15	34158428	34331405	AVEN	NM_020371
chr15	34260698	34359659	CHRM5	NM_001320917
chr15	34376219	34394063	EMC7	NM_020154
chr15	34394284	34400887	PGBD4	NM_152595
chr15	34432875	34502297	KATNBL1	NM_024713
chr15	34517217	34522352	EMC4	NM_016454
chr15	34521985	34630258	SLC12A6	NM_001042495
chr15	34633917	34635362	NOP10	NM_018648
chr15	34635516	34649938	NUTM1	NM_001284293
chr15	34650834	34659397	LPCAT4	NM_153613
chr15	34671270	34730009	GOLGA8A	NM_001368071
chr15	34674270	34674351	MIR1233-1	NR_036050
chr15	34674270	34674351	MIR1233-2	NR_036261
chr15	34817296	34875852	GOLGA8B	NM_001023567
chr15	34943336	34947965	LINC02252	NR_146869
chr15	35043235	35047199	GJD2	NM_020660
chr15	35047285	35105124	LOC101928174	NR_120329
chr15	35082431	35087750	ACTC1	NM_005159
chr15	35143983	35261943	AQR	NM_014691
chr15	35270542	35280488	ZNF770	NM_014106
chr15	35375611	35377609	NANOGP8	NM_001355281
chr15	35529527	35530264	ANP32AP1	NR_003144
chr15	35663081	35838366	DPH6	NM_080650
chr15	35664457	35664565	MIR3942	NR_037507
chr15	35838396	36151202	DPH6-DT	NR_038251
